center_lat,center_lon,timestep,track_id,quality_score,edge_confidence,data_coverage,consistency_index,signal_to_noise,temporal_stability,area_km2,cloud_top_height_km,convective_intensity,precipitation,development_stage,dataset_version,processing_date
15.103332027233533,74.81536753320603,0,track_00,0.8646351754056697,0.8405529341368639,0.9936912352530219,0.8674165026412047,0.7712669778060453,0.8487447746659963,8655.856077404827,12.503051969337708,0.7829091620593577,35.44167921438231,Development,v2.0,2025-07-06
13.201335122140328,72.574582082296,0,track_01,0.9296109647489372,0.8139541803903374,0.9063468568148777,0.7967788142517214,0.7458144572581106,0.9160850757400716,34528.061437178345,14.36104983804355,1.2466982516544756,24.294349733834192,Development,v2.0,2025-07-06
18.46389466232883,77.2389191366474,0,track_02,0.8998608920640236,0.8926915530751756,0.9017412681915364,0.8029243299122855,0.7351724319446699,0.8669829074831,49040.896655569275,15.715736508232425,0.6276449756436722,13.002330908878768,Decay,v2.0,2025-07-06
14.890732877766244,86.23435068171543,0,track_03,0.8752654626496625,0.8445232737674104,0.9860300557086084,0.8970780814509733,0.903254083565769,0.8310391185229359,38434.00687552948,11.023340823858886,1.7860786482793702,22.92878028224819,Decay,v2.0,2025-07-06
11.746900914054958,81.15453290516537,0,track_04,0.8539659974878856,0.8505122563490465,0.9232802130364627,0.7639464097917927,0.9346032673527963,0.9366855558542362,25495.147221358933,11.378631639192676,1.84173571749352,6.480080957635481,Development,v2.0,2025-07-06
11.019231112633168,70.2469528572945,0,track_05,0.9429629432384724,0.8809216381139918,0.9261186608512086,0.9456108906190464,0.7280950400206742,0.9737917804259253,11775.736914706848,13.89083544558192,0.754116012106409,29.576275433746822,Formation,v2.0,2025-07-06
16.126588282187814,78.81000905382685,0,track_06,0.8746025929985385,0.8688107430771034,0.988844854652728,0.7777148752178106,0.7829296841194254,0.8845014634554313,46369.090955810076,12.03034003734756,0.5443771948546794,41.87930074730603,Development,v2.0,2025-07-06
16.933496860439323,78.84362839623059,0,track_07,0.8714554592743651,0.8769330951252764,0.9098047244060392,0.7504168533923129,0.8710884028546342,0.9509134551090899,46827.214093426745,15.077558423835228,1.9871086219317409,28.014580781748244,Decay,v2.0,2025-07-06
18.958833166796545,77.00396648383231,0,track_08,0.874111619607445,0.8191479914986962,0.9271558180399746,0.8928470978704401,0.8553927103307475,0.9590418052430576,42071.02957725536,12.62873315613787,1.6241215712404857,36.32069924020326,Development,v2.0,2025-07-06
11.056260914115915,81.52778745317855,0,track_09,0.8545113211953652,0.9133361239263985,0.9880193089913978,0.9275805357685676,0.932184507219799,0.8635959720157593,8291.432239991223,10.864974720326586,1.8534579365184047,23.978290642097583,Decay,v2.0,2025-07-06
15.103659564780322,87.85975061625417,0,track_10,0.8980949417432285,0.8055483196291484,0.9034269185063316,0.8395593292458723,0.9404420297404676,0.964134824889217,16892.87596868912,13.004641485355528,1.4694491918363395,30.815979101682387,Decay,v2.0,2025-07-06
15.610204762210158,83.4963060255571,0,track_11,0.89747770309732,0.8405286945372525,0.9481754846508468,0.8687904191803318,0.7259981198244826,0.8096428128040206,14860.89350929755,14.097008620324551,0.5145035626045414,32.35885878569953,Decay,v2.0,2025-07-06
16.52542160539394,89.27736796997415,0,track_12,0.873463425697005,0.9362537276453855,0.9702100424427967,0.8724079206209903,0.7941714115694856,0.9565615735026163,44399.54274990976,11.953562058820935,1.2439262723286346,1.1155282709157888,Mature,v2.0,2025-07-06
18.056342721099316,76.58783287893064,0,track_13,0.9497110230571207,0.8125166221323091,0.9480757492984301,0.9124732617959868,0.9192051032401014,0.8798218071360703,44252.63455408828,11.575893757373388,0.9425664172568198,27.92385945950321,Decay,v2.0,2025-07-06
13.903356716533482,71.14036671467635,0,track_14,0.9410804344997642,0.8841167572253481,0.929128794382915,0.8753980291674897,0.9118525438826713,0.8643643236415148,19013.018750094157,12.522111793172469,1.345828983318408,43.10568769166734,Formation,v2.0,2025-07-06
11.762363435663687,81.3383692130382,0,track_15,0.8998817160693701,0.8250619539897186,0.9145200477267575,0.7609598471658877,0.739740837486999,0.8812848271821011,28252.942988443458,14.076499881059533,1.7018925166599619,42.793665478114285,Development,v2.0,2025-07-06
10.94456079176575,79.73581105798951,0,track_16,0.9582961886813842,0.8537056624103729,0.9149163890650294,0.8233144138604824,0.7622516319456124,0.8671632037493798,36844.79037042418,13.646574326032004,0.6372709352462411,42.4065147306453,Formation,v2.0,2025-07-06
13.062623440346123,87.23487628126094,0,track_17,0.9137705714192024,0.9166212250480961,0.9567688415131079,0.8522256620764441,0.7422382688297656,0.833700000460023,40374.15326063885,11.59679266020169,1.23749749467091,19.43999503355004,Formation,v2.0,2025-07-06
12.308210426917203,77.59955389257904,0,track_18,0.9114781193701372,0.9066638910551185,0.9057959772417215,0.7826122984773636,0.8298807195625367,0.8510309021838868,38177.14840521338,15.946240727310723,1.8060014121992423,46.25398240873809,Formation,v2.0,2025-07-06
16.319994461747,78.72106611404578,0,track_19,0.9422015912197884,0.8160680131874589,0.9048347100116141,0.8835951230093847,0.7077617505953263,0.9587784323768243,28740.621951931116,12.765828483808649,0.6754221934880753,47.94747793724006,Mature,v2.0,2025-07-06
16.375579990706516,77.72488555417377,0,track_20,0.9409406888969252,0.8185024767099175,0.9768224308482292,0.7584620231510971,0.8449633596977004,0.8909015658193004,25087.50657830126,13.598261379491149,1.7761397666090093,41.215280884397096,Decay,v2.0,2025-07-06
17.256199865448806,79.90571732009916,0,track_21,0.9695677582539879,0.9006822354523957,0.9624478576307999,0.8436721285627348,0.7424035315511657,0.81985341583637,49752.34387894964,13.32808837027072,1.7958644508763053,24.114201096611193,Mature,v2.0,2025-07-06
16.390953641402177,87.49008310854812,0,track_22,0.9255601164602173,0.9341163763300622,0.9710521252739635,0.9034872058943564,0.8752975219380341,0.8305351987247448,26925.823275428917,10.071582462003912,1.364095418056685,24.04565009864545,Formation,v2.0,2025-07-06
18.00706500936152,76.79665040390164,0,track_23,0.8625793246877514,0.8106721721617954,0.910617134880479,0.9167569423677572,0.8024086008534905,0.8701776026021828,40914.62716057333,13.631938007387664,0.9715241023167245,14.390088820140805,Development,v2.0,2025-07-06
14.980674630348215,74.917683280975,1,track_00,0.9830054985169091,0.9155499982559674,0.9568723538275002,0.863178788693018,0.7093220914933492,0.9797732325899026,45654.52544800888,10.367160108398863,1.8565885973251475,29.35751254361698,Mature,v2.0,2025-07-06
13.184546899686868,72.65205698055091,1,track_01,0.9539399412538004,0.8480082244159222,0.948496317100862,0.9227820207513244,0.9286512432741718,0.8885208016389067,48981.12315958752,11.444599003860263,1.680454144424297,37.62488212204516,Formation,v2.0,2025-07-06
